Distance mahalanobis,Phrase,Index phrase,Roman
10.085621,Vous n ' abîmerez pas non plus l ' enveloppe .,19724,2guermantes3.txt
10.085882,"C ' étaient des expressions nouvellement - - d ' autant plus ardemment - - adoptées par Robert et qui signifiaient qu ' on avait une nature délicate : « Je ne te dis pas qu ' elle soit dreyfusarde , il faut aussi tenir compte de son milieu , mais enfin elle dit : « S ' il était innocent quelle horreur ce serait qu ' il fût à l ' île du Diable . »",13356,2guermantes1.txt
10.086105,"La présence de Marie Sosthènes , à laquelle les chefs de cabinet parlaient de haut en bas et qui n ’ en continuait pas moins ( l ’ esprit mène ainsi le monde ) à chercher à en connaître de plus en plus , venait de classer la soirée de la douairière , où il n ’ y avait pourtant que des femmes excessivement chic , en dehors et au - dessus de toutes les autres soirées de douairières de la même « season » ( comme aurait encore dit Mme de Forcheville ) , mais pour lesquelles soirées ne s ’ était pas dérangée Marie Sosthènes qui était une des femmes les plus élégantes du jour .",40219,6retrouve2.txt
10.086407,"Je les jetais dans la phrase du musicien ou l ' image du peintre comme dans un creuset , j ' en nourrissais l ' œuvre que je lisais .",28584,4laprison.txt
10.086479,"Je me récitais sans cesse la tirade : « On dit qu ' un prompt départ vous éloigne de nous » , cherchant toutes les intonations qu ' on pouvait y mettre , afin de mieux mesurer l ' inattendu de celle que la Berma trouverait .",5258,1ombre1.txt
10.0865135,"La coquetterie de la jeune fille qu ' avait été Françoise affinait alors pour M . Jupien le visage ronchonneur de notre vieille cuisinière alourdie par l ' âge , par la mauvaise humeur et par la chaleur du fourneau , et c ' est avec un mélange charmant de réserve , de familiarité et de pudeur qu ' elle adressait au giletier un gracieux salut , mais sans lui répondre de la voix , car si elle enfreignait les recommandations de maman en regardant dans la cour , elle n ' eût pas osé les braver jusqu ' à causer par la fenêtre , ce qui avait le don , selon Françoise , de lui valoir , de la part de Madame , « tout un chapitre » .",11728,2guermantes1.txt
10.086932,"Tout en me rappelant la visite de Saint - Loup j ’ avais marché , puis , pour aller chez Mme Verdurin , fait un long crochet ;",37716,6retrouve1.txt
10.086934,"Si les phénomènes morbides dont son corps était le théâtre restaient obscurs et insaisissables à la pensée de ma grand ' mère , ils étaient clairs et intelligibles pour des êtres appartenant au même règne physique qu ' eux , de ceux à qui l ' esprit humain a fini par s ' adresser pour comprendre ce que lui dit son corps , comme devant les réponses d ' un étranger on va chercher quelqu ' un du même pays qui servira d ' interprète .",15622,2guermantes2.txt
10.086967,"Vous ne tuez pas vos malades , vous , au moins !",2462,0ducote.txt
10.087047,Je connais le petit jardin où Diane de Cadignan se promena avec M . d ' Espard .,26806,3sodome2.txt
10.087058,"Je fus naturellement bien étonné d ' apprendre que le cocher avait été mis à la porte , et bien plus de reconnaître dans son remplaçant le chauffeur qui nous avait promenés , Albertine et moi .",26494,3sodome2.txt
10.08711,"M . de Charlus se redressa d ' un air de morgue : « Ah ! mon cher , moi vous savez que je vis dans l ' abstrait , tout cela ne m ' intéresse qu ' à un point de vue transcendantal » , répondit - il avec la susceptibilité ombrageuse particulière à ses pareils , et l ' affectation de grandiloquence qui caractérisait sa conversation .",31911,4laprison.txt
10.087146,Comme cela la juste proportion serait rétablie . »,274,0ducote.txt
10.087212,"« C ' est Andrée qui avait raison , j ' étais stupide , dit - elle , il fallait que Sophocle écrive : « Monsieur » .",16487,2guermantes2.txt
10.087265,"Quelque chose qu ' il désirait par exemple et sur quoi il n ' avait pas compté , ne fût - ce qu ' un compliment , faisait se dégager en lui un plaisir si brusque , si brûlant , si volatile , si expansif , qu ' il lui était impossible de le contenir et de le cacher ;",8882,1ombre2.txt
10.087292,C ' est même sa seule excuse .,5694,1ombre1.txt
10.087399,"« Quand nous ne nous doutions pas même qu ' elle avait commencé à monter , se dit - on d ' Odette , au moment où on vit entrer la comtesse Molé dans la loge , elle a franchi le dernier échelon . »",21862,3sodome1.txt
10.087613,"« Bravo , la vieille ! »",20463,3sodome1.txt
10.08794,Ma mère ne se pressait pas de lire deux lettres qu ' elle tenait à la main et avait seulement ouvertes et tâchait que moi - même je ne tirasse pas tout de suite mon portefeuille pour y prendre celle que le concierge de l ' hôtel m ' avait remise .,36473,5disparue2.txt
10.0883665,je désirais vivement aller retrouver dans la réalité ce qui m ' exaltait si fort et j ' espérais que le temps serait assez favorable pour voir du haut de la falaise les mêmes ombres bleues que dans le tableau d ' Elstir .,10969,1ombre3.txt
10.088508,"Mais au fur et à mesure que , à la faveur de la guerre peut - être , ou par la rapide cristallisation d ’ une élégance si longtemps retardée , mais dont tous les éléments nécessaires et restés invisibles saturaient depuis longtemps le salon des Verdurin , celui - ci s ’ était ouvert à un monde nouveau et que les fidèles , appâts d ’ abord de ce monde nouveau , avaient fini par être de moins en moins invités , un phénomène parallèle se produisait pour Brichot .",38032,6retrouve1.txt
10.088586,"Sa mémoire , la mémoire de ses côtes , de ses genoux , de ses épaules , lui présentait successivement plusieurs des chambres où il avait dormi , tandis qu ’ autour de lui les murs invisibles , changeant de place selon la forme de la pièce imaginée , tourbillonnaient dans les ténèbres .",50,0ducote.txt
10.088613,"Pour se rattraper Bloch se tourna vers le duc de Châtellerault : « Vous , monsieur , qui êtes français , vous savez certainement qu ' on est dreyfusard à l ' étranger , quoiqu ' on prétende qu ' en France on ne sait jamais ce qui se passe à l ' étranger .",14804,2guermantes2.txt
10.088654,"C ' est le flair , la divination genre Mme de Thèbes ( tu me comprends ) qui décide chez le grand général comme chez le grand médecin .",12906,2guermantes1.txt
10.088726,"- - C ' est inutile , Madame .",15754,2guermantes2.txt
10.088921,Mais le lendemain la fiancée de Poullein ne serait pas libre .,17993,2guermantes3.txt
10.08923,"Fallait - il maintenant croire que c ’ était ma première idée qui avait été la vraie , et que si , plus tard , jamais la duchesse ne m ’ avait parlé d ’ amour , c ’ est parce qu ’ elle avait craint de se compromettre avec un ami de sa tante et de son neveu plus qu ’ avec un enfant inconnu rencontré par hasard à Saint - Hilaire de Combray ? * * * La duchesse avait pu un instant être heureuse de sentir son passé plus consistant parce qu ’ il était partagé par moi , mais à quelques questions que je lui posai à nouveau sur le provincialisme de M . de Bréauté , que j ’ avais à l ’ époque peu distingué de M . de Sagan , ou de M . de Guermantes , elle reprit son point de vue de femme du monde , c ’ est - à - dire de contemptrice de la mondanité .",40932,6retrouve2.txt
10.089288,"et , pour que le lendemain n ' inflige pas un démenti à cette feinte , de ne pas chercher à demander une faveur de plus après celle qui n ' avait été due qu ' à l ' artifice d ' une minute d ' exception .",23243,3sodome1.txt
10.0893955,"Sur la photographie qui est sur ton bureau , il ressemble tant à sa maman , ta nièce , dont la photographie est à côté de la sienne , n ’ est - ce pas ?",867,0ducote.txt
10.089409,"Ils éprouvent , ils manifestent un vif plaisir quand on leur raconte un fait plus ou moins piquant , mais inédit qui n ' est pas dans le journal .",8393,1ombre2.txt
10.089483,"M . de Charlus avait l ' habitude , quand une fiction pouvait lui causer un plaisir sensuel momentané , d ' y donner son adhésion , quitte à la retirer tout entière quelques instants après , quand le plaisir serait épuisé .",26121,3sodome2.txt
10.089492,"D ' autres , qu ' on va voir , s ' étant précipités du fait de Morel , quand Jupien en pleurant raconta ses malheurs au Baron , celui - ci , non moins malheureux , lui déclara qu ' il adoptait la petite abandonnée , qu ' elle prendrait un des titres dont il disposait , probablement celui de Mlle d ' Oléron , lui ferait donner un complément parfait d ' instruction et faire un riche mariage .",32050,4laprison.txt
10.08957,"Et dans ce même temps , de ma plus grande douleur j ' eus un sentiment presque orgueilleux , presque joyeux , d ' un homme à qui le choc qu ' il aurait reçu fait faire un bond tel qu ' il serait parvenu à un point où nul effort n ' aurait pu le hisser .",27713,3sodome2.txt
10.08963,"Mais je remarquai que lui , qui jadis feignait de se croire obligé à faire deux heures de chemin de fer pour aller voir quelqu ’ un qui ne le lui avait guère demandé , maintenant qu ’ il recevait beaucoup d ’ invitations , non seulement à déjeuner et à dîner , mais à venir passer quinze jours ici , quinze jours là , en refusait beaucoup et sans le dire , sans se vanter de les avoir reçues , de les avoir refusées .",40308,6retrouve2.txt
10.090446,"Cela n ' empêchait pas ( et bien que ce fût peut - être vrai ) que parfois il se contredît ( comme pour l ' heure où il l ' avait vu en dernier lieu ) , soit qu ' il dît alors en s ' oubliant la vérité , ou proférât un mensonge , pour se vanter , ou par sentimentalisme , ou trouvant spirituel d ' égarer l ' interlocuteur .",30704,4laprison.txt
10.09045,"- - Et au théâtre , est - ce que vous y allez ?",11928,2guermantes1.txt
10.090457,"Comme un chien empoisonné qui dans un champ se jette sans le savoir sur l ' herbe qui est précisément l ' antidote de la toxine qu ' il a absorbée , je venais sans m ' en douter de dire la seule parole qui fût au monde capable de vaincre chez mes parents ce préjugé à l ' égard de Bergotte , préjugé contre lequel tous les plus beaux raisonnements que j ' aurais pu faire , tous les éloges que je lui aurais décernés , seraient demeurés vains .",6987,1ombre1.txt
10.09046,"Au bout d ’ une heure , Françoise n ’ était pas revenue ;",1471,0ducote.txt
10.090662,"De sorte qu ' à sa présence , du moins assidue , chez une femme , on reconnaissait si celle - ci avait un salon .",18305,2guermantes3.txt
10.090958,Oh ! vous lui auriez tellement plu !,14087,2guermantes2.txt
10.091064,"Je ne lui disais pas que j ' avais sonné plusieurs fois , car je me rendais compte que je n ' avais fait jusque - là que le rêve que je sonnais .",25788,3sodome2.txt
10.09114,Ma tante va se moquer de moi aussi .,11365,1ombre3.txt
10.091301,Huit heures moins cinq !,19787,2guermantes3.txt
10.091716,"Pour Ver Meer de Delft , elle lui demanda s ’ il avait souffert par une femme , si c ’ était une femme qui l ’ avait inspiré , et Swann lui ayant avoué qu ’ on n ’ en savait rien , elle s ’ était désintéressée de ce peintre .",2784,0ducote.txt
10.091717,Je savais que je ne posséderais pas cette jeune cycliste si je ne possédais aussi ce qu ' il y avait dans ses yeux .,9623,1ombre3.txt
10.091741,"« Non , ce ne serait pas commode de défaire ici cette robe .",33323,4laprison.txt
10.091826,Je changeai de conversation et lui demandai si la princesse d ' Iéna était une personne intelligente .,19218,2guermantes3.txt
10.091964,e lui rappelai le jour et je lui dis que j ' avais bien compris tout de suite qu ' on ne prenait pas de leçons de dessin à cette heure - là .,30284,4laprison.txt
10.092079,"Mais dès que j ’ entendais : « Bathilde , viens donc empêcher ton mari de boire du cognac ! »",111,0ducote.txt
10.092148,"En un mot , je crois que ma mère jugeait M . de Norpois un peu « vieux jeu » , ce qui était loin de lui sembler déplaisant au point de vue des manières , mais la charmait moins dans le domaine , sinon des idées - - car celles de M . de Norpois étaient fort modernes - - mais des expressions .",5208,1ombre1.txt
10.092295,"On cherche à se dépayser en lisant , et les ouvriers sont aussi curieux des princes que les princes des ouvriers .",39372,6retrouve2.txt
10.092382,Quand Albertine était à la maison j ' étais bien décidé à garder l ' initiative de notre séparation .,33542,5disparue1.txt
10.092669,"Mais n ' ayant jamais été jusqu ' ici invitée chez la princesse , elle avait cru devoir donner à ce genre de non - invitation la forme d ' une abstention volontaire par principes .",20518,3sodome1.txt
10.092723,Je n ’ aurais voulu lui en faire sacrifier aucune .,4861,0ducote.txt
10.0929,"La singularité des péripéties , qu ' ils croyaient uniques , leur brûlaient la langue , et ils cherchaient des yeux quelqu ' un avec qui engager la conversation .",17105,2guermantes3.txt
10.092984,Un tel courant de vie affluait à mes nerfs qu ' aucun de mes mouvements ne pouvait l ' épuiser ;,12638,2guermantes1.txt
10.093061,"Mme de Luxembourg , nièce du roi d ' Angleterre et de l ' empereur d ' Autriche , et Mme de Villeparisis , parurent toujours , quand la première venait chercher la seconde pour se promener en voiture , deux drôlesses de l ' espèce de celles dont on se gare difficilement dans les villes d ' eaux .",8505,1ombre2.txt
10.093086,"Pour revenir à M . de Charlus : « Mais si , répondit - il à l ’ aveu que je ne le comprenais pas : « savoir » , dans les articles de Norpois , est le signe du futur , c ’ est - à - dire le signe des désirs de Norpois et des désirs de nous tous d ’ ailleurs , ajouta - t - il , peut - être sans une complète sincérité , vous comprenez bien que si « savoir » n ’ était pas devenu le simple signe du futur , on comprendrait à la rigueur que le sujet de ce verbe pût être un pays , par exemple chaque fois que Norpois dit : « L ’ Amérique ne saurait rester indifférente à ces violations répétées du droit » , « La monarchie bicéphale ne saurait manquer de venir à résipiscence » .",37953,6retrouve1.txt
10.093451,je n ’ aurais pas dû m ’ éloigner de la pelouse ;,4892,0ducote.txt
10.093655,Par instant la communication était interrompue entre mon cœur et ma mémoire .,34965,5disparue1.txt
10.093677,Mais il n ’ y a rien de plus intéressant !,1072,0ducote.txt
10.093704,"Il n ’ en avait tiré que cette réponse : - - « Monsieur , je ne puis absolument vous dire s ’ il a plu .",1068,0ducote.txt
10.093869,"Bref , j ' éludai la réponse , la princesse revint à la charge , mais sans plus de succès .",5690,1ombre1.txt
10.093973,"Il faut dire , dans le cas particulier , que Mme de Citri aimait beaucoup la princesse , qui était en effet très bonne , et qu ' elle savait en se rendant à sa soirée lui faire grand plaisir .",20955,3sodome1.txt
10.094044,J ' étais au fond de mon cœur tout acquis à celui qui était le plus faible et qui était malheureux .,31751,4laprison.txt
10.094132,De sorte que l ' idée que Bergotte n ' était pas mort à jamais est sans invraisemblance .,30405,4laprison.txt
10.094452,"Ce fut , du reste , surtout de ma chambre que je perçus la vie extérieure pendant cette période .",27955,4laprison.txt
10.094666,M . de Charlus demanda à s ’ asseoir sur un fauteuil pour se reposer pendant que Jupien et moi ferions quelques pas et tira péniblement de sa poche un livre qui me sembla être un livre de prières .,39120,6retrouve1.txt
10.094677,"En réalité - - et c ' est ce que ce chichi tout intérieur révélait - - il n ' y avait entre le sévère Charlus tout de noir habillé , aux cheveux en brosse , que j ' avais connu , et les jeunes gens fardés , chargés de bijoux , que cette différence purement apparente qu ' il y a entre une personne agitée qui parle vite , remue tout le temps , et un névropathe qui parle lentement , conserve un flegme perpétuel , mais est atteint de la même neurasthénie aux yeux du clinicien qui sait que celui - ci comme l ' autre est dévoré des mêmes angoisses et frappé des mêmes tares .",30688,4laprison.txt
10.0949,"Au fur et à mesure qu ' il est plus frivole , plus efféminé , plus indiscret , elles deviennent comme l ' effigie sans charme des vertus que l ' époux devrait pratiquer .",20320,3sodome1.txt
10.095052,mais de son côté le baron regrettait de n ' avoir pas vu davantage mon camarade .,27542,3sodome2.txt
10.095247,"Quant à M . de Charlus , quelque dédain que son orgueil aristocratique eût pu lui donner pour le « qu ’ en dira - t - on » , comment un certain sentiment de dignité personnelle et de respect de soi - même ne l ’ avait - il pas forcé à refuser à sa sensualité certaines satisfactions dans lesquelles il semble qu ’ on ne pourrait avoir comme excuse que la démence complète ?",38815,6retrouve1.txt
10.095276,"Cette complexité du bois de Boulogne qui en fait un lieu factice et , dans le sens zoologique ou mythologique du mot , un Jardin , je l ’ ai retrouvée cette année comme je le traversais pour aller à Trianon , un des premiers matins de ce mois de novembre où , à Paris , dans les maisons , la proximité et la privation du spectacle de l ’ automne qui s ’ achève si vite sans qu ’ on y assiste , donnent une nostalgie , une véritable fièvre des feuilles mortes qui peut aller jusqu ’ à empêcher de dormir .",5077,0ducote.txt
10.09546,"Mais à ses propres yeux ces différences échappaient , et elle n ’ eût pas trouvé plus singulier que j ’ eusse été chez elle deux ans plus tôt , ne sachant pas qu ’ elle était alors pour moi une autre personne , sa personne n ’ offrant pas pour elle - même , comme pour moi , de discontinuité .",40746,6retrouve2.txt
10.095936,"il se fâchait , buvait tout de même sa gorgée , et ma grand ’ mère repartait , triste , découragée , souriante pourtant , car elle était si humble de cœur et si douce que sa tendresse pour les autres et le peu de cas qu ’ elle faisait de sa propre personne et de ses souffrances , se conciliaient dans son regard en un sourire où , contrairement à ce qu ’ on voit dans le visage de beaucoup d ’ humains , il n ’ y avait d ’ ironie que pour elle - même , et pour nous tous comme un baiser de ses yeux qui ne pouvaient voir ceux qu ’ elle chérissait sans les caresser passionnément du regard .",108,0ducote.txt
10.095948,"Mais , dame , vous étiez de vieux clients qu ' on cherchait à contenter , et du moment que personne ne s ' est plaint : » Ainsi ma grand ' mère avait des syncopes et me les avait cachées .",22323,3sodome1.txt
10.095986,"Il se chargeait ainsi de plaire à de petites pêcheuses d ' une plage éloignée , à de petites blanchisseuses , qui s ' amourachaient d ' un garçon , mais n ' eussent pas répondu aux avances d ' une jeune fille .",35844,5disparue2.txt
10.096219,Était - ce parce que je ne l ' avais qu ' entr ' aperçue que je l ' avais trouvée si belle ?,8595,1ombre2.txt
10.096277,Il avait des remords d ’ avoir été dur pour elle .,3621,0ducote.txt
10.096365,"Il me conseillait les « nouveautés » à aller voir ( « Cela en vaut la peine » ) , ne les considérant , du reste , qu ' au point de vue de la bonne soirée qu ' elles font passer , et ignorant du point de vue esthétique jusqu ' à ne pas se douter qu ' elles pouvaient en effet constituer parfois une « nouveauté » dans l ' histoire de l ' art .",27274,3sodome2.txt
10.096378,"La mienne m ' apprit que devenue pendant mon sommeil un jeune homme , la personne dont la fausseté récente me faisait encore mal était Gilberte .",7767,1ombre2.txt
10.096395,"Peut - être la place de cette dernière n ' était - elle pas dans une salle où c ' était seulement avec les femmes les plus brillantes de l ' année que les loges ( et même celles des plus hauts étages qui d ' en bas semblaient de grosses bourriches piquées de fleurs humaines et attachées au cintre de la salle par les brides rouges de leurs séparations de velours ) composaient un panorama éphémère que les morts , les scandales , les maladies , les brouilles modifieraient bientôt , mais qui en ce moment était immobilisé par l ' attention , la chaleur , le vertige , la poussière , l ' élégance et l ' ennui , dans cette espèce d ' instant éternel et tragique d ' inconsciente attente et de calme engourdissement qui , rétrospectivement , semble avoir précédé l ' explosion d ' une bombe ou la première flamme d ' un incendie .",12135,2guermantes1.txt
10.096714,Au reste le périlleux pouvoir auquel je renonçais l ' était plus encore qu ' on ne le croit .,29539,4laprison.txt
10.096764,"A ce moment je fus interrompu par Saint - Loup parce qu ' un des jeunes militaires venait en souriant de me désigner à lui en disant : « Duroc , tout à fait Duroc . »",12812,2guermantes1.txt
10.096829,Il est vrai que Swann n ’ était guère plus avancé quand il avait certains renseignements .,3734,0ducote.txt
10.096872,"De même qu ' on prenait un ouvrage dans la bibliothèque de M . Verdurin pour aller lire une heure à la « vue de Balbec » , de même , si le temps était clair , on allait prendre des liqueurs à la « vue de Rivebelle » , à condition pourtant qu ' il ne fît pas trop de vent , car , malgré les arbres plantés de chaque côté , là l ' air était vif .",26002,3sodome2.txt
10.096944,Il lui était bien égal de sortir .,17994,2guermantes3.txt
10.097034,"« Non , non , je n ' ai de fleuriste attitré que Debac .",7378,1ombre1.txt
10.097129,Telle avait été la souffrance causée - - la complication amenée - - par les lettres d ' Aimé relativement à l ' établissement de douches et à la petite blanchisseuse .,35042,5disparue1.txt
10.0974455,"« Que n ’ y avez - vous oublié aussi votre cœur , je ne vous aurais pas laissé le reprendre . »",2556,0ducote.txt
10.097683,"- - « Oui , Madame » , répondit Odette .",3369,0ducote.txt
10.097724,"et je trouvais du charme à ces instants inutiles , allégés de tout fardeau matériel , où tandis qu ' en bas les autres dînaient , je n ' employais les forces accumulées pendant l ' inactivité de cette fin de journée qu ' à sécher mon corps , à passer un smoking , à attacher ma cravate , à faire tous ces gestes que guidait déjà le plaisir attendu de revoir cette femme que j ' avais remarquée la dernière fois à Rivebelle , qui avait paru me regarder , n ' était peut - être sortie un instant de table que dans l ' espoir que je la suivrais ;",9733,1ombre3.txt
10.0977745,"ainsi s ' écroulaient l ' un après l ' autre , comme des vagues , ces sommets aussitôt remplacés par d ' autres .",11332,1ombre3.txt
10.097995,"- - « Il y a dans les nuages ce soir des violets et des bleus bien beaux , n ’ est - ce pas , mon compagnon , dit - il à mon père , un bleu surtout plus floral qu ’ aérien , un bleu de cinéraire , qui surprend dans le ciel .",1552,0ducote.txt
10.098191,Il pourrait avoir des fils qui seraient eux - mêmes déjà des hommes . »,39812,6retrouve2.txt
10.098211,Alix supporta le coup sans faiblir .,14105,2guermantes2.txt
10.098226,"- - Comment , mais je la connais parfaitement , s ' écria en mettant sa main devant sa bouche Mme de Guermantes .",14115,2guermantes2.txt
10.09862,il se croyait à la campagne ;,11652,2guermantes1.txt
10.098858,"Hélas , ces mésententes comme j ' en avais eu souvent avec mes parents , que je trouvais froids ou irrités au moment où j ' accourais près d ' eux , débordant de tendresse , ne sont rien auprès de celles qui se produisent entre deux amants !",28996,4laprison.txt
10.098967,"« Comment , c ' est cela , M . Bloch ! »",9469,1ombre3.txt
10.099154,Mon intelligence aurait pu me dire le contraire .,8835,1ombre2.txt
10.099211,"Dites - leur qu ' une fenêtre fermée est ouverte dans leur dos , ils commencent à éternuer ;",15698,2guermantes2.txt
10.099542,"Peu après la première , venait cette deuxième : Je ne la connais pas .",29805,4laprison.txt
10.099577,"La tomate n ° 2 se plaisait avec frénésie à faire exclusivement les délices des dames , la tomate n ° 1 ne détestait pas condescendre aux goûts de certains messieurs .",23542,3sodome1.txt
10.099585,Quels jolis petits yeux il a .,38620,6retrouve1.txt
10.09961,"Mais quand ma grand ' mère croyait que j ' avais les yeux fermés , je la voyais par moments sous son voile à gros pois jeter un regard sur moi puis le retirer , puis recommencer , comme quelqu ' un qui cherche à s ' efforcer , pour s ' y habituer , à un exercice qui lui est pénible .",7972,1ombre2.txt
10.099743,- - Quoi ?,27575,3sodome2.txt
10.09987,"Mme d ' Arpajon fut plus lâche encore que Mme de Souvré , mais sa lâcheté avait plus d ' excuses .",20405,3sodome1.txt
10.099902,"Dans ce cas je suis extrêmement flattée si je suis pour quelque chose , pour si peu que ce soit , non pas évidemment dans le talent , mais dans la renommée d ’ une telle artiste . »",40782,6retrouve2.txt
10.100069,"Mme de Villeparisis voyant que j ' aimais les églises me promettait que nous irions voir une fois l ' une , une fois l ' autre , et surtout celle de Carqueville « toute cachée sous son vieux lierre » , dit - elle avec un mouvement de la main qui semblait envelopper avec goût la façade absente dans un feuillage invisible et délicat .",8552,1ombre2.txt
10.10012,"elle me disait , les yeux timidement levés comme ceux d ’ un bon chien : « Parce que sans doute cette dame a un hôtel particulier . . . »",37547,6retrouve1.txt
10.10013,Peut - être ce rationaliste manoeuvreur de foules était - il lui - même manoeuvré par son ascendance .,15601,2guermantes2.txt
10.10048,J ' ai dit - - ce que j ' ignorais alors et ce dont la connaissance m ' eût évité bien des chagrins - - qu ' il était très lié ( sans qu ' ils eussent jamais l ' air de se connaître devant les autres ) avec Morel .,26435,3sodome2.txt
10.100682,Ah ! voyez cte gueule qu ' elle a . »,31172,4laprison.txt
10.100982,"On ne les voyait plus que dans les tableaux des peintres vénitiens , ou alors très rarement dans les trésors des églises , parfois même il y en avait une qui passait dans une vente .",10921,1ombre3.txt
10.101015,Françoise m ' a dit que tu devais être dans la salle à manger .,17019,2guermantes3.txt
10.101125,"Et mon amour qui venait de reconnaître le seul ennemi par lequel il pût être vaincu , l ' oubli , se mit à frémir , comme un lion qui dans la cage où on l ' a enfermé a aperçu tout d ' un coup le serpent python qui le dévorera .",33933,5disparue1.txt
10.101347,"Je ne dirai qu ' une des raisons qui était une raison de , sagesse .",28174,4laprison.txt
10.101812,Elle aimait à me parler doucement du temps où ma grand ' mère était plus jeune .,23247,3sodome1.txt
10.101928,"le sommeil , qui ne sait si nous avons dormi deux heures ou deux jours , ne peut nous fournir aucun point de repère .",25755,3sodome2.txt
10.102195,"Mais je n ' ai que trop anticipé , tout cela se retrouvera dès l ' histoire d ' Albertine .",26490,3sodome2.txt
10.102225,Il ne déplaisait d ' ailleurs pas à Mme Verdurin d ' avoir l ' occasion de jouer à la dame .,24427,3sodome2.txt
10.1025,Elle accroît l ' anxiété de qui attend .,13011,2guermantes1.txt
10.102536,Mais le reste est si tendre .,23302,3sodome1.txt
10.102734,- - Mais si ! . . . pour sa vue .,7469,1ombre2.txt
10.103051,mais Odette n ’ en possédait pas ;,3462,0ducote.txt
10.103218,"Rien qu ' en parlant avec cette faconde , M . de Charlus irritait Mme Verdurin qui n ' aimait pas qu ' on fit bande à part dans leur petit clan .",31563,4laprison.txt
10.103538,"Saviez - vous que notre pauvre ami Dechambre , l ' ancien pianiste favori de Mme Verdurin , vient de mourir ?",24153,3sodome2.txt
10.10356,"Comme je n ’ avais aucune notion sur la hiérarchie sociale , depuis longtemps l ’ impossibilité que mon père trouvait à ce que nous fréquentions Mme et Mlle Swann avait eu plutôt pour effet , en me faisant imaginer entre elles et nous de grandes distances , de leur donner à mes yeux du prestige .",1175,0ducote.txt
10.103568,"Pourtant , tout autant que les camarades , j ' aime qu ' un livre donne l ' impression de la sincérité et de la vie , je ne suis pas de ces clercs . . .",26737,3sodome2.txt
10.1036005,"Saint - Loup agissait , au contraire , conformément à ses théories , ce qui faisait dire qu ' il était dans une mauvaise voie .",17625,2guermantes3.txt
10.103635,"Basin les connaît , les chérit .",3993,0ducote.txt
10.103799,"Mais le dénouement a beau en être heureux , notre amour n ' a pas fait un pas de plus et quand nous avons fermé le livre , celle que nous aimons et qui est enfin venue à nous dans le roman , ne nous aime pas davantage dans la vie .",33991,5disparue1.txt
10.103835,"Non , mais taisez - vous et laissez - moi reprendre mon récit .",20404,3sodome1.txt
10.103846,"Pour moi qui faisais dériver du nom de Guermantes , du nom de Bavière et du nom de Condé la vie , la pensée des deux cousines ( je ne le pouvais plus pour leurs visages puisque je les avais vus ) , j ' aurais mieux aimé connaître leur jugement sur _ Phèdre _ que celui du plus grand critique du monde .",12154,2guermantes1.txt
10.103996,"Erreurs multiplicatrices et aimables quand elles n ' ont pas l ' inflexible rigidité de celle que commettait et commit toute sa vie , malgré mes dénégations , l ' imbécile dame d ' honneur de Mme de Parme , fixée pour toujours à la croyance que j ' étais parent de l ' ennuyeux amiral Jurien de la Gravière .",18223,2guermantes3.txt
10.104074,"Mais comme , au contraire , elle n ' avait à leur parler de rien , dès qu ' ils arrivaient devant elle , elle se contentait , sans se lever , d ' interrompre un instant sa vaine conversation avec les deux Altesses et l ' ambassadrice et de remercier en disant : « C ' est gentil d ' être venu » , non qu ' elle trouvât que l ' invité eût fait preuve de gentillesse en venant , mais pour accroître encore la sienne ;",20173,3sodome1.txt
10.104092,"D ' ailleurs missions - nous de l ' obstination à ne pas avoir voulu agir en vain , il est probable que l ' effet de soleil ne se retrouverait pas , qu ' ayant froid à ce moment - là , nous souhaiterions un potage au coin du feu et non une truite en plein air , que notre équipage laisserait indifférente la caissière qui peut - être avait pour des raisons tout autres une grande considération pour nous et dont cette brusque richesse exciterait la méfiance .",35516,5disparue2.txt
10.104314,"Il avait répondu à mes condoléances sur un ton à la fois profondément senti et presque hautain , tant il me jugeait enviable d ’ avoir approché cet homme supérieur dont il eût volontiers donné la voiture à deux chevaux à quelque musée historique .",39982,6retrouve2.txt
10.104354,"Il s ' imaginait que j ' étais tombé dans la « dèche » ( comme eût dit le duc de Guermantes ) , et sa supposition ne lui inspirait aucune pitié pour moi , mais une terrible déception égoïste .",23133,3sodome1.txt
10.104573,"« Je vous dirai , me répondit la duchesse , à qui je parlais de ce désir , que moi je ne tiens pas excessivement à le voir parce qu ' il paraît , d ' après ce qu ' on m ' a dit tout à l ' heure chez Mme de Saint - Euverte , qu ' il voudrait avant de mourir que je fasse la connaissance de sa femme et de sa fille .",20843,3sodome1.txt
10.104651,"« puisqu ' on est alliance » , disait - elle .",16150,2guermantes2.txt
10.1047125,"Comme sur un plant où les fleurs mûrissent à des époques différentes , je les avais vues , en de vieilles dames , sur cette plage de Balbec , ces dures graines , ces mous tubercules , que mes amies seraient un jour .",10842,1ombre3.txt
10.104734,"Furieux , il se sentait des idées noires , ne voulait plus retourner dans le monde .",14299,2guermantes2.txt
10.105091,Mais savais - je seulement quand j ' étais chez les Swann que c ' était du thé que je buvais ?,6079,1ombre1.txt
10.105172,Et pas de celles - là seulement .,28206,4laprison.txt
